 Longitude, Latitude, Power Density [W/m2]
-105.725,33.875,504.687
-105.675,33.875,590.496
-105.625,33.875,612.401
-105.575,33.875,621.377
-105.558,33.875,628.083
-105.542,33.875,600.733
-105.525,33.875,600.371
-105.508,33.875,579.169
-120.125,33.892,611.116
-120.108,33.892,580.704
-120.075,33.892,654.239
-120.058,33.892,755.475
-120.042,33.892,706.541
-116.675,33.892,552.885
-116.575,33.892,119.355
-116.558,33.892,70.302
-116.542,33.892,71.779
-105.725,33.892,504.342
-105.658,33.892,609.874
-105.642,33.892,642.727
-105.608,33.892,665.15
-105.592,33.892,677.39
-105.575,33.892,644.654
-105.558,33.892,643.058
-105.542,33.892,610.781
-105.525,33.892,610.635
-105.508,33.892,593.354
-105.492,33.892,596.754
-105.442,33.892,599.258
-105.425,33.892,598.354
-105.408,33.892,598.018
-120.175,33.908,544.463
-120.142,33.908,567.076
-120.092,33.908,831.173
-120.075,33.908,781.923
-120.058,33.908,782.475
-120.042,33.908,729.527
-120.025,33.908,691.816
-116.942,33.908,278.048
-116.925,33.908,297.314
-116.775,33.908,455.706
-116.758,33.908,422.195
-116.692,33.908,351.579
-116.675,33.908,373.534
-116.575,33.908,113.497
-116.558,33.908,118.215
-116.542,33.908,113.73
-116.525,33.908,159.614
-116.392,33.908,618.527
-109.675,33.908,282.427
-105.725,33.908,512.049
-105.708,33.908,546.665
-105.675,33.908,619.597
-105.658,33.908,631.426
-105.642,33.908,682.592
-105.625,33.908,689.603
-105.608,33.908,697.817
-105.592,33.908,737.693
-105.575,33.908,698.505
-105.558,33.908,704.819
-105.542,33.908,669.763
-105.525,33.908,654.744
-105.508,33.908,637.535
-105.492,33.908,621.195
-105.475,33.908,616.522
-105.458,33.908,616.974
-105.442,33.908,611.153
-105.425,33.908,608.359
-105.408,33.908,605.54
-120.008,33.925,761.809
-119.992,33.925,660.074
-119.975,33.925,648.024
-116.708,33.925,561.856
-116.558,33.925,125.145
-116.542,33.925,117.785
-116.525,33.925,162.391
-105.725,33.925,485.243
-105.642,33.925,645.57
-105.625,33.925,657.469
-105.608,33.925,670.533
-105.592,33.925,715.013
-105.575,33.925,683.389
-105.558,33.925,696.647
-105.542,33.925,669.77
-105.525,33.925,662.572
-105.508,33.925,648.384
-105.492,33.925,632.362
-105.475,33.925,625.791
-105.458,33.925,620.124
-105.442,33.925,606.842
-105.425,33.925,600.86
-105.408,33.925,600.113
-105.375,33.925,596.844
-120.208,33.942,526.951
-116.758,33.942,561.637
-116.642,33.942,685.337
-116.625,33.942,582.027
-116.608,33.942,588.916
-116.592,33.942,558.94
-116.575,33.942,535.843
-116.542,33.942,493.02
-116.525,33.942,555.31
-116.492,33.942,627.014
-116.475,33.942,556.111
-116.458,33.942,735.933
-109.025,33.942,384.129
-109.008,33.942,395.021
-105.708,33.942,517.885
-105.658,33.942,607.452
-105.642,33.942,652.446
-105.625,33.942,675.984
-105.608,33.942,691.882
-105.592,33.942,712.716
-105.575,33.942,692.045
-105.558,33.942,690.43
-105.542,33.942,671.825
-105.525,33.942,660.223
-105.508,33.942,648.334
-105.492,33.942,633.264
-105.475,33.942,625.341
-105.458,33.942,611.053
-103.842,33.942,462.043
-103.825,33.942,465.472
-103.808,33.942,487.544
-116.642,33.958,654.921
-116.608,33.958,556.88
-116.492,33.958,568.887
-105.692,33.958,517.256
-105.625,33.958,612.499
-105.608,33.958,626.954
-105.592,33.958,653.708
-105.575,33.958,644.957
-105.558,33.958,652.167
-105.542,33.958,639.681
-105.525,33.958,630.399
-105.508,33.958,619.317
-105.492,33.958,605.281
-105.442,33.958,596.43
-103.842,33.958,485.235
-103.825,33.958,486.475
-103.808,33.958,504.066
-116.625,33.975,1325.645
-116.608,33.975,1322.074
-116.592,33.975,1290.703
-116.575,33.975,1220.485
-116.558,33.975,1246.42
-116.542,33.975,1126.612
-116.525,33.975,1173.268
-116.508,33.975,1074.035
-116.492,33.975,1036.007
-109.458,33.975,512.203
-109.275,33.975,430.663
-109.225,33.975,513.814
-109.208,33.975,516.562
-109.175,33.975,553.19
-105.658,33.975,561.575
-105.642,33.975,584.959
-105.625,33.975,613.669
-105.608,33.975,628.024
-105.592,33.975,634.712
-105.575,33.975,634.214
-105.558,33.975,628.586
-105.542,33.975,621.539
-105.525,33.975,608.305
-105.508,33.975,599.238
-105.408,33.975,558.733
-105.392,33.975,549.579
-105.375,33.975,553.493
-116.592,33.992,1055.758
-116.575,33.992,1009.364
-116.558,33.992,1045.142
-116.542,33.992,959.894
-116.525,33.992,1037.201
-116.508,33.992,991.358
-109.258,33.992,534.15
-109.225,33.992,523.527
-109.208,33.992,511.485
-109.192,33.992,535.002
-109.175,33.992,559.45
-109.075,33.992,495.512
-108.958,33.992,368.173
-108.942,33.992,342.088
-105.692,33.992,475.678
-105.608,33.992,601.544
-105.592,33.992,611.597
-105.575,33.992,616.269
-105.558,33.992,616.726
-105.542,33.992,616.01
-105.525,33.992,607.29
-105.508,33.992,603.149
-105.425,33.992,566.819
-105.408,33.992,575.169
-105.375,33.992,559.255
-120.358,34.008,592.666
-120.342,34.008,579.356
-120.325,34.008,576.061
-120.308,34.008,553.852
-119.892,34.008,550.193
-116.542,34.008,1231.3
-116.525,34.008,989.904
-109.658,34.008,538.563
-109.642,34.008,559.556
-109.608,34.008,631.097
-109.458,34.008,571.783
-109.292,34.008,573.966
-109.275,34.008,538.653
-109.258,34.008,560.222
-109.225,34.008,512.323
-109.192,34.008,543.337
-109.175,34.008,570.16
-109.158,34.008,548.999
-109.142,34.008,589.929
-109.108,34.008,590.191
-109.092,34.008,583.104
-109.075,34.008,575.372
-109.058,34.008,590.697
-108.942,34.008,328.851
-105.508,34.008,565.223
-105.442,34.008,574.721
-105.392,34.008,585.13
-120.458,34.025,599.573
-120.442,34.025,600.694
-120.425,34.025,588.215
-120.408,34.025,608.281
-120.375,34.025,615.938
-120.308,34.025,609.976
-109.658,34.025,471.776
-109.608,34.025,525.813
-109.475,34.025,606.554
-109.458,34.025,586.253
-109.442,34.025,609.417
-109.408,34.025,577.46
-109.392,34.025,561.952
-109.375,34.025,574.108
-109.292,34.025,568.488
-109.275,34.025,530.105
-109.258,34.025,559.089
-109.242,34.025,493.43
-109.225,34.025,513.526
-109.192,34.025,513.115
-109.175,34.025,533.675
-109.158,34.025,511.624
-109.142,34.025,548.734
-109.125,34.025,530.468
-109.108,34.025,550.162
-109.092,34.025,548.489
-109.075,34.025,546.03
-109.058,34.025,557.814
-108.942,34.025,339.023
-105.692,34.025,446.161
-105.525,34.025,579.093
-105.392,34.025,563.07
-101.075,34.025,690.548
-101.058,34.025,686.909
-101.042,34.025,681.907
-101.008,34.025,685.07
-120.458,34.042,619.985
-120.442,34.042,607.896
-119.925,34.042,568.649
-109.475,34.042,627.655
-109.458,34.042,655.794
-109.442,34.042,683.173
-109.425,34.042,687.835
-109.408,34.042,698.021
-109.392,34.042,670.514
-109.375,34.042,698.572
-109.358,34.042,689.691
-109.342,34.042,693.841
-109.275,34.042,592.93
-109.258,34.042,566.542
-109.242,34.042,505.244
-109.158,34.042,481.883
-109.142,34.042,506.686
-109.125,34.042,532.72
-109.108,34.042,552.99
-109.092,34.042,556.364
-109.075,34.042,553.22
-109.058,34.042,584.536
-109.042,34.042,577.01
-108.942,34.042,371.549
-105.692,34.042,401.183
-105.525,34.042,573.583
-101.108,34.042,681.822
-101.092,34.042,680.143
-101.075,34.042,697.616
-101.058,34.042,707.753
-101.042,34.042,698.818
-101.025,34.042,702.671
-101.008,34.042,711.098
-100.992,34.042,707.154
-100.975,34.042,718.289
-100.958,34.042,714.475
-100.942,34.042,698.655
-100.925,34.042,693.295
-120.442,34.058,595.592
-120.425,34.058,582.276
-120.408,34.058,573.532
-120.375,34.058,556.803
-120.342,34.058,560.176
-116.525,34.058,608.804
-116.508,34.058,620.882
-109.475,34.058,649.697
-109.458,34.058,669.104
-109.442,34.058,685.238
-109.425,34.058,688.067
-109.408,34.058,706.839
-109.392,34.058,691.983
-109.308,34.058,637.651
-109.292,34.058,617.1
-109.275,34.058,571.222
-109.258,34.058,546.933
-109.242,34.058,491.59
-109.158,34.058,449.301
-109.092,34.058,493.591
-109.075,34.058,490.694
-109.058,34.058,511.127
-108.942,34.058,355.333
-107.125,34.058,729.954
-107.108,34.058,650.451
-105.525,34.058,567.051
-105.458,34.058,550.029
-105.442,34.058,545.941
-105.425,34.058,543.105
-105.408,34.058,544.298
-101.108,34.058,696.563
-101.092,34.058,694.465
-101.075,34.058,705.5
-101.058,34.058,713.353
-101.042,34.058,701.807
-101.025,34.058,700.226
-101.008,34.058,696.734
-100.992,34.058,678.783
-100.975,34.058,679.955
-109.492,34.075,671.136
-109.425,34.075,773.198
-109.408,34.075,791.847
-109.358,34.075,840.882
-109.342,34.075,811.434
-109.242,34.075,491.886
-109.225,34.075,430.288
-109.158,34.075,384.972
-109.142,34.075,382.587
-109.125,34.075,414.422
-109.092,34.075,432.086
-109.075,34.075,429.815
-109.008,34.075,426.566
-108.958,34.075,380.315
-108.375,34.075,369.752
-108.308,34.075,434.901
-108.242,34.075,408.704
-107.125,34.075,748.634
-107.108,34.075,665.652
-105.708,34.075,400.447
-105.508,34.075,563.214
-105.492,34.075,556.543
-105.475,34.075,548.985
-105.392,34.075,535.509
-101.142,34.075,685.445
-101.125,34.075,679.764
-101.108,34.075,709.5
-101.092,34.075,719.664
-101.075,34.075,727.466
-101.058,34.075,727.008
-101.042,34.075,714.999
-101.025,34.075,711.5
-101.008,34.075,696.113
-100.992,34.075,696.348
-100.975,34.075,684.04
-109.408,34.092,722.111
-109.392,34.092,718.211
-109.375,34.092,723.42
-109.358,34.092,727.837
-109.342,34.092,699.379
-109.208,34.092,394.032
-108.975,34.092,370.834
-108.625,34.092,273.661
-108.408,34.092,365.037
-108.375,34.092,368.778
-107.125,34.092,693.73
-107.108,34.092,624.839
-101.142,34.092,693.96
-101.125,34.092,687.695
-101.108,34.092,715.451
-101.092,34.092,720.777
-101.075,34.092,728.053
-101.058,34.092,730.239
-101.042,34.092,722.762
-101.025,34.092,722.437
-101.008,34.092,703.18
-100.992,34.092,697.208
-116.325,34.108,1045.597
-116.308,34.108,1000.391
-109.475,34.108,676.744
-109.425,34.108,742.254
-109.408,34.108,713.238
-109.392,34.108,760.607
-109.375,34.108,744.754
-109.358,34.108,775.468
-109.342,34.108,746.831
-109.208,34.108,361.692
-108.508,34.108,348.94
-108.492,34.108,394.246
-107.142,34.108,660.323
-107.125,34.108,636.368
-105.775,34.108,361.463
-105.442,34.108,538.106
-101.175,34.108,680.5
-101.142,34.108,699.428
-101.125,34.108,698.685
-101.108,34.108,722.794
-101.092,34.108,741.906
-101.075,34.108,746.903
-101.058,34.108,741.239
-101.042,34.108,740.373
-101.025,34.108,723.32
-101.008,34.108,707.751
-100.992,34.108,691.846
-116.342,34.125,880.526
-116.325,34.125,1020.766
-116.308,34.125,981.383
-109.492,34.125,687.594
-109.475,34.125,641.607
-109.425,34.125,690.999
-109.408,34.125,650.778
-109.392,34.125,669.59
-109.375,34.125,634.179
-109.358,34.125,642.504
-109.342,34.125,607.281
-109.325,34.125,581.896
-109.225,34.125,341.335
-107.158,34.125,618.051
-101.175,34.125,685.673
-101.158,34.125,680.783
-101.142,34.125,711.159
-101.125,34.125,711.932
-101.108,34.125,734.265
-101.092,34.125,743.583
-101.075,34.125,741.797
-101.058,34.125,732.079
-101.042,34.125,731.734
-101.025,34.125,715.485
-101.008,34.125,702.22
-100.992,34.125,687.866
-116.342,34.142,860.665
-116.325,34.142,916.135
-116.308,34.142,882.279
-116.292,34.142,902.955
-116.258,34.142,799.616
-116.175,34.142,566.703
-109.608,34.142,563.181
-109.508,34.142,713.705
-109.492,34.142,736.842
-109.475,34.142,685.804
-109.442,34.142,639.683
-109.425,34.142,623.584
-109.408,34.142,581.978
-109.392,34.142,575.203
-109.375,34.142,536.653
-109.358,34.142,535.159
-109.342,34.142,497.16
-109.325,34.142,488.645
-108.542,34.142,358.006
-105.808,34.142,383.938
-105.492,34.142,553.215
-101.175,34.142,679.319
-101.142,34.142,703.936
-101.125,34.142,705.231
-101.108,34.142,724.314
-101.092,34.142,746.773
-101.075,34.142,736.931
-101.058,34.142,745.029
-101.042,34.142,735.418
-101.025,34.142,717.665
-101.008,34.142,702.368
-116.425,34.158,636.234
-116.408,34.158,638.959
-116.375,34.158,735.415
-116.358,34.158,794.744
-116.342,34.158,810.493
-116.325,34.158,866.795
-116.308,34.158,837.546
-116.292,34.158,859.896
-116.275,34.158,803.25
-116.258,34.158,753.246
-116.242,34.158,711.895
-116.225,34.158,604.823
-116.208,34.158,593.874
-116.192,34.158,541.632
-116.175,34.158,522.758
-109.492,34.158,710.061
-109.475,34.158,653.891
-109.442,34.158,614.589
-109.425,34.158,598.869
-109.408,34.158,555.413
-109.392,34.158,544.258
-109.375,34.158,504.893
-109.358,34.158,500.61
-109.342,34.158,464.225
-108.408,34.158,451.104
-108.392,34.158,452.91
-107.908,34.158,391.605
-105.508,34.158,556.505
-101.208,34.158,680.366
-101.192,34.158,678.906
-101.175,34.158,697.925
-101.158,34.158,690.039
-101.142,34.158,717.8
-101.125,34.158,716.476
-101.108,34.158,730.172
-101.092,34.158,747.5
-101.075,34.158,730.288
-101.058,34.158,726.785
-101.042,34.158,704.08
-101.025,34.158,681.377
-116.425,34.175,569.255
-116.408,34.175,566.807
-116.392,34.175,596.123
-116.375,34.175,605.605
-116.358,34.175,628.4
-116.342,34.175,638.864
-116.325,34.175,639.553
-116.308,34.175,622.263
-116.292,34.175,619.556
-116.275,34.175,579.042
-109.508,34.175,733.124
-109.492,34.175,706.344
-109.475,34.175,649.1
-109.458,34.175,620.704
-109.442,34.175,581.666
-109.425,34.175,526.828
-109.408,34.175,488.701
-101.175,34.175,682.79
-101.158,34.175,677.736
-101.142,34.175,700.712
-101.125,34.175,695.46
-101.108,34.175,705.294
-101.092,34.175,717.023
-101.075,34.175,694.323
-101.058,34.175,710.661
-101.042,34.175,674.967
-116.425,34.192,561.532
-116.408,34.192,561.891
-116.392,34.192,589.464
-116.375,34.192,594.109
-116.358,34.192,610.167
-116.342,34.192,616.716
-116.325,34.192,620.08
-116.308,34.192,608.587
-116.292,34.192,612.393
-116.275,34.192,577.699
-116.258,34.192,536.737
-109.675,34.192,486.85
-109.575,34.192,667.086
-109.558,34.192,690.637
-109.542,34.192,681.437
-109.525,34.192,704.304
-109.492,34.192,659.955
-109.475,34.192,609.344
-109.458,34.192,585.314
-109.442,34.192,548.86
-109.425,34.192,497.321
-108.375,34.192,389.297
-105.825,34.192,410.732
-101.208,34.192,693.877
-101.192,34.192,691.187
-101.175,34.192,711.103
-101.158,34.192,703.815
-101.142,34.192,725.171
-101.125,34.192,718.745
-101.108,34.192,728.009
-101.092,34.192,743.83
-101.075,34.192,722.777
-101.058,34.192,734.236
-101.042,34.192,680.825
-109.675,34.208,575.278
-109.658,34.208,617.94
-109.642,34.208,604.522
-109.625,34.208,625.655
-109.608,34.208,643.965
-109.592,34.208,668.807
-109.575,34.208,705.111
-109.558,34.208,723.002
-109.542,34.208,716.963
-109.525,34.208,699.474
-109.508,34.208,677.303
-109.492,34.208,631.411
-109.475,34.208,588.071
-109.458,34.208,539.811
-109.442,34.208,508.915
-108.375,34.208,407.334
-105.825,34.208,389.713
-105.708,34.208,494.016
-105.542,34.208,565.885
-101.208,34.208,697.993
-101.192,34.208,706.245
-101.175,34.208,721.924
-101.158,34.208,722.724
-101.142,34.208,743.135
-101.125,34.208,725.866
-101.108,34.208,733.315
-101.092,34.208,728.227
-101.075,34.208,711.675
-101.058,34.208,705.805
-109.708,34.225,505.992
-109.692,34.225,556.155
-109.675,34.225,548.5
-109.658,34.225,584.39
-109.642,34.225,568.659
-109.625,34.225,592.413
-109.608,34.225,611.052
-109.592,34.225,627.693
-109.575,34.225,646.608
-109.558,34.225,658.676
-109.542,34.225,654.043
-109.525,34.225,640.453
-109.508,34.225,622.983
-109.492,34.225,582.884
-109.475,34.225,550.224
-109.458,34.225,511.066
-108.392,34.225,420.672
-105.825,34.225,413.492
-105.725,34.225,503.101
-105.692,34.225,530.477
-105.508,34.225,607.553
-105.492,34.225,612.055
-105.475,34.225,615.191
-101.225,34.225,677.624
-101.208,34.225,702.883
-101.192,34.225,705.055
-101.175,34.225,712.723
-101.158,34.225,706.905
-101.142,34.225,723.341
-101.125,34.225,705.163
-101.108,34.225,709.212
-101.092,34.225,701.509
-101.075,34.225,686.875
-101.058,34.225,688.412
-109.792,34.242,442.259
-109.775,34.242,453.081
-109.708,34.242,558.925
-109.692,34.242,590.454
-109.675,34.242,580.723
-109.658,34.242,593.272
-109.642,34.242,580.657
-109.625,34.242,562.48
-109.608,34.242,582.136
-109.592,34.242,571.922
-109.575,34.242,578.144
-109.558,34.242,604.022
-109.542,34.242,596.297
-109.525,34.242,589.471
-109.508,34.242,571.76
-109.492,34.242,540.523
-109.475,34.242,517.129
-108.425,34.242,476.106
-107.875,34.242,456.317
-105.842,34.242,410.765
-105.725,34.242,568.707
-105.675,34.242,572.547
-105.542,34.242,620.235
-105.525,34.242,635.563
-105.508,34.242,644.537
-105.492,34.242,675.298
-105.475,34.242,664.687
-105.458,34.242,671.113
-105.442,34.242,645.58
-105.425,34.242,637.201
-105.358,34.242,537.271
-105.342,34.242,516.098
-101.225,34.242,678.884
-101.208,34.242,701.159
-101.192,34.242,711.786
-101.175,34.242,712.664
-101.158,34.242,727.671
-101.142,34.242,735.042
-101.125,34.242,726.61
-101.108,34.242,727.723
-101.092,34.242,709.308
-101.075,34.242,693.746
-109.775,34.258,439.627
-109.758,34.258,458.342
-109.742,34.258,459.047
-109.725,34.258,497.76
-109.708,34.258,516.362
-109.692,34.258,540.575
-109.675,34.258,530.642
-109.658,34.258,547.263
-109.642,34.258,545.6
-109.625,34.258,538.37
-109.608,34.258,563.658
-109.592,34.258,555.818
-109.575,34.258,561.656
-109.558,34.258,579.844
-109.542,34.258,561.61
-109.525,34.258,545.817
-109.508,34.258,524.605
-109.492,34.258,499.068
-107.858,34.258,499.549
-105.758,34.258,537.657
-105.742,34.258,535.222
-105.675,34.258,579.016
-105.542,34.258,608.005
-105.525,34.258,617.486
-105.508,34.258,623.305
-105.492,34.258,650.978
-105.475,34.258,633.714
-105.458,34.258,634.948
-105.408,34.258,580.696
-105.392,34.258,567.43
-105.375,34.258,549.908
-105.325,34.258,498.538
-101.242,34.258,678.712
-101.225,34.258,685.778
-101.208,34.258,708.687
-101.192,34.258,716.104
-101.175,34.258,711.566
-101.158,34.258,713.635
-101.142,34.258,701.094
-101.125,34.258,678.013
-109.725,34.275,487.276
-109.708,34.275,487.644
-109.692,34.275,514.935
-109.675,34.275,505.013
-109.658,34.275,513.42
-109.642,34.275,518.436
-109.625,34.275,494.202
-109.608,34.275,522.577
-109.592,34.275,494.06
-109.575,34.275,505.795
-109.558,34.275,530.356
-109.542,34.275,505.993
-109.525,34.275,505.263
